radar_key,distance,easting,northing,elevation,bed_elevation,temperate,temperate_elevation,temperate_lower,temperate_upper,temperate_gpr_uncertainty,bed_type
dronbreen-20220329-DAT_0249_A1_1,0.0,541271.11,8672192.52,446.256,341.727,0.0,341.727,0.0,0.0,2.107,certain_cold
dronbreen-20220329-DAT_0249_A1_1,5.0,541275.54,8672190.11,446.189,342.806,0.0,342.806,0.0,0.0,2.085,certain_cold
dronbreen-20220329-DAT_0249_A1_1,65.0,541326.82,8672158.37,444.956,346.887,0.0,346.887,0.0,0.0,1.979,certain_cold
dronbreen-20220329-DAT_0249_A1_1,70.0,541329.99,8672156.05,444.856,347.1,0.0,347.1,0.0,0.0,1.973,certain_cold
dronbreen-20220329-DAT_0249_A1_1,75.0,541334.3,8672152.96,444.816,347.477,0.0,347.477,0.0,0.0,1.965,certain_cold
dronbreen-20220329-DAT_0249_A1_1,80.0,541338.71,8672149.87,444.816,347.582,0.0,347.582,0.0,0.0,1.963,certain_cold
dronbreen-20220329-DAT_0249_A1_1,85.0,541342.89,8672147.02,444.813,347.683,0.0,347.683,0.0,0.0,1.961,certain_cold
dronbreen-20220329-DAT_0249_A1_1,90.0,541346.68,8672144.22,444.746,347.72,0.0,347.72,0.0,0.0,1.959,certain_cold
dronbreen-20220329-DAT_0249_A1_1,95.0,541350.6,8672141.24,444.599,348.198,0.0,348.198,0.0,0.0,1.946,certain_cold
dronbreen-20220329-DAT_0249_A1_1,100.0,541354.69,8672137.89,444.458,348.787,0.0,348.787,0.0,0.0,1.932,certain_cold
dronbreen-20220329-DAT_0249_A1_1,105.0,541358.78,8672134.54,444.317,349.062,0.0,349.062,0.0,0.0,1.924,certain_cold
dronbreen-20220329-DAT_0249_A1_1,110.0,541362.29,8672131.58,444.255,348.793,0.0,348.793,0.0,0.0,1.928,certain_cold
dronbreen-20220329-DAT_0249_A1_1,115.0,541366.36,8672128.26,444.161,348.49,0.0,348.49,0.0,0.0,1.932,certain_cold
dronbreen-20220329-DAT_0249_A1_1,120.0,541370.37,8672125.41,444.077,347.781,0.0,347.781,0.0,0.0,1.944,certain_cold
dronbreen-20220329-DAT_0249_A1_1,125.0,541374.38,8672122.69,443.967,347.774,0.0,347.774,0.0,0.0,1.942,certain_cold
dronbreen-20220329-DAT_0249_A1_1,130.0,541378.8,8672119.77,444.015,347.614,0.0,347.614,0.0,0.0,1.946,certain_cold
dronbreen-20220329-DAT_0249_A1_1,135.0,541382.73,8672117.23,443.992,347.278,0.0,347.278,0.0,0.0,1.952,certain_cold
dronbreen-20220329-DAT_0249_A1_1,140.0,541387.02,8672114.2,443.964,345.062,0.0,345.062,0.0,0.0,1.996,uncertain_cold
dronbreen-20220329-DAT_0249_A1_1,205.0,541442.27,8672080.17,443.753,343.183,0.0,343.183,0.0,0.0,2.031,certain_cold
dronbreen-20220329-DAT_0249_A1_1,210.0,541446.39,8672077.88,443.619,342.841,0.0,342.841,0.0,0.0,2.035,certain_cold
dronbreen-20220329-DAT_0249_A1_1,215.0,541450.84,8672075.5,443.346,342.568,0.0,342.568,0.0,0.0,2.037,certain_cold
dronbreen-20220329-DAT_0249_A1_1,220.0,541455.08,8672073.37,443.262,342.589,0.0,342.589,0.0,0.0,2.041,certain_cold
dronbreen-20220329-DAT_0249_A1_1,225.0,541460.08,8672071.04,443.29,342.825,0.0,342.825,0.0,0.0,2.045,certain_cold
dronbreen-20220329-DAT_0249_A1_1,230.0,541463.94,8672069.21,443.194,342.833,0.0,342.833,0.0,0.0,2.047,certain_cold
dronbreen-20220329-DAT_0249_A1_1,235.0,541469.03,8672066.91,443.056,342.799,0.0,342.799,0.0,0.0,2.052,certain_cold
dronbreen-20220329-DAT_0249_A1_1,240.0,541473.41,8672065.22,442.898,342.849,0.0,342.849,0.0,0.0,2.056,certain_cold
dronbreen-20220329-DAT_0249_A1_1,245.0,541477.82,8672063.52,442.715,342.771,0.0,342.771,0.0,0.0,2.06,certain_cold
dronbreen-20220329-DAT_0249_A1_1,250.0,541482.87,8672061.88,442.487,342.647,0.0,342.647,0.0,0.0,2.064,certain_cold
dronbreen-20220329-DAT_0249_A1_1,255.0,541488.05,8672059.87,442.256,342.625,0.0,342.625,0.0,0.0,2.068,certain_cold
dronbreen-20220329-DAT_0249_A1_1,260.0,541492.53,8672058.08,442.03,342.607,0.0,342.607,0.0,0.0,2.072,certain_cold
dronbreen-20220329-DAT_0249_A1_1,265.0,541496.98,8672056.3,441.792,342.473,0.0,342.473,0.0,0.0,2.076,certain_cold
dronbreen-20220329-DAT_0249_A1_1,270.0,541502.03,8672054.47,441.506,342.499,0.0,342.499,0.0,0.0,2.06,certain_cold
dronbreen-20220329-DAT_0249_A1_1,275.0,541506.18,8672052.9,441.299,343.231,0.0,343.231,0.0,0.0,2.043,certain_cold
dronbreen-20220329-DAT_0249_A1_1,280.0,541511.11,8672050.84,441.071,343.211,0.0,343.211,0.0,0.0,1.975,certain_cold
dronbreen-20220329-DAT_0249_A1_1,285.0,541515.28,8672048.8,441.024,344.206,0.0,344.206,0.0,0.0,1.954,certain_cold
