radar_key,distance,easting,northing,elevation,bed_elevation,temperate,temperate_elevation,temperate_lower,temperate_upper,temperate_gpr_uncertainty,bed_type
dronbreen-20220328-DAT_0228_A1_2,475.0,538716.39,8670186.8,648.281,540.624,0.0,540.624,0.0,0.0,2.169,certain_cold
dronbreen-20220328-DAT_0228_A1_2,480.0,538720.64,8670185.95,647.959,539.886,0.0,539.886,0.0,0.0,2.178,certain_cold
dronbreen-20220328-DAT_0228_A1_2,485.0,538726.41,8670185.06,647.503,539.013,0.0,539.013,0.0,0.0,2.186,certain_cold
dronbreen-20220328-DAT_0228_A1_2,490.0,538731.09,8670184.33,647.111,538.204,0.0,538.204,0.0,0.0,2.194,certain_cold
dronbreen-20220328-DAT_0228_A1_2,495.0,538735.8,8670183.53,646.651,537.432,0.0,537.432,0.0,0.0,2.2,certain_cold
dronbreen-20220328-DAT_0228_A1_2,500.0,538740.72,8670182.71,646.147,536.511,0.0,536.511,0.0,0.0,2.209,certain_cold
dronbreen-20220328-DAT_0228_A1_2,505.0,538746.31,8670181.79,645.554,535.605,0.0,535.605,0.0,0.0,2.215,certain_cold
dronbreen-20220328-DAT_0228_A1_2,510.0,538750.97,8670181.12,645.068,534.807,0.0,534.807,0.0,0.0,2.221,certain_cold
dronbreen-20220328-DAT_0228_A1_2,515.0,538755.57,8670180.38,644.619,534.148,0.0,534.148,0.0,0.0,2.225,certain_cold
dronbreen-20220328-DAT_0228_A1_2,520.0,538760.61,8670179.7,644.219,533.436,0.0,533.436,0.0,0.0,2.232,certain_cold
dronbreen-20220328-DAT_0228_A1_2,525.0,538765.85,8670179.0,643.865,532.666,0.0,532.666,0.0,0.0,2.24,certain_cold
dronbreen-20220328-DAT_0228_A1_2,530.0,538770.55,8670178.39,643.621,532.004,0.0,532.004,0.0,0.0,2.248,certain_cold
dronbreen-20220328-DAT_0228_A1_2,535.0,538775.29,8670177.79,643.361,531.432,0.0,531.432,0.0,0.0,2.254,certain_cold
dronbreen-20220328-DAT_0228_A1_2,540.0,538780.66,8670177.17,642.962,530.72,0.0,530.72,0.0,0.0,2.26,certain_cold
dronbreen-20220328-DAT_0228_A1_2,545.0,538785.77,8670176.66,642.517,530.067,0.0,530.067,0.0,0.0,2.265,certain_cold
dronbreen-20220328-DAT_0228_A1_2,550.0,538790.63,8670176.13,642.045,529.282,0.0,529.282,0.0,0.0,2.271,certain_cold
dronbreen-20220328-DAT_0228_A1_2,555.0,538794.96,8670175.75,641.604,528.736,0.0,528.736,0.0,0.0,2.273,certain_cold
