radar_key,distance,easting,northing,elevation,bed_elevation,temperate,temperate_elevation,temperate_lower,temperate_upper,temperate_gpr_uncertainty,bed_type
dronbreen-20220328-DAT_0227_A1_1,0.0,541768.29,8675975.76,203.647,202.396,0.0,202.396,0.0,0.0,0.267,certain_cold
dronbreen-20220328-DAT_0227_A1_1,5.0,541770.49,8675980.17,203.634,201.654,0.0,201.654,0.0,0.0,0.27,certain_cold
dronbreen-20220328-DAT_0227_A1_1,10.0,541772.45,8675984.64,203.604,201.624,0.0,201.624,0.0,0.0,0.27,certain_cold
dronbreen-20220328-DAT_0227_A1_1,15.0,541776.86,8675987.75,203.769,201.789,0.0,201.789,0.0,0.0,0.27,certain_cold
dronbreen-20220328-DAT_0227_A1_1,20.0,541781.46,8675988.45,204.041,202.061,0.0,202.061,0.0,0.0,0.27,certain_cold
dronbreen-20220328-DAT_0227_A1_1,25.0,541785.5,8675985.14,204.432,202.452,0.0,202.452,0.0,0.0,0.27,certain_cold
dronbreen-20220328-DAT_0227_A1_1,30.0,541788.58,8675981.37,204.802,202.822,0.0,202.822,0.0,0.0,0.269,certain_cold
dronbreen-20220328-DAT_0227_A1_1,35.0,541790.96,8675976.78,205.128,203.148,0.0,203.148,0.0,0.0,0.269,certain_cold
dronbreen-20220328-DAT_0227_A1_1,40.0,541793.06,8675971.88,205.408,203.428,0.0,203.428,0.0,0.0,0.269,certain_cold
dronbreen-20220328-DAT_0227_A1_1,45.0,541794.9,8675967.82,205.616,203.636,0.0,203.636,0.0,0.0,0.269,certain_cold
dronbreen-20220328-DAT_0227_A1_1,50.0,541797.09,8675963.1,205.865,203.885,0.0,203.885,0.0,0.0,0.269,certain_cold
dronbreen-20220328-DAT_0227_A1_1,55.0,541799.22,8675958.53,206.129,204.149,0.0,204.149,0.0,0.0,0.269,certain_cold
dronbreen-20220328-DAT_0227_A1_1,60.0,541801.19,8675953.9,206.389,204.409,0.0,204.409,0.0,0.0,0.269,certain_cold
